Case_Id,liver,kidney_right,spleen,pancreas,aorta,postcava,adrenal_gland_right,adrenal_gland_left,gall_bladder,stomach,duodenum,kidney_left,colon
FELIX-CYS-1004_ARTERIAL,0.9572885342184849,0.899754844304758,0.9574441595537106,0.8638830281571594,2.1847226708268034e-10,4.882121181628519e-10,1.8930788999449514e-09,1.8930788999449514e-09,2.814950765718699e-10,0.3116766703046655,4.088591601178908e-10,0.9090298910712308,5.4731691562029795e-11
FELIX-CYS-1046_ARTERIAL,0.9563860937281631,0.9261963649424284,0.9055027841660861,0.781549649079526,0.28749097665748824,4.48092916346388e-10,6.433764354154511e-09,6.433764354154511e-09,0.5257383967503282,5.2831169541941547e-11,2.9951149665909557e-10,0.9241759672458724,3.716960862737482e-10
FELIX-CYS-1050_VENOUS,0.9722585431000687,0.9497696960707008,0.9580756653566467,0.8763441586497038,2.8065999997736197e-10,0.6075614991729483,3.2648796785240143e-09,3.2648796785240143e-09,2.243807651329387e-10,0.40370338401631284,3.3187199022574864e-10,0.9344012920895505,5.257054177872583e-11
FELIX-CYS-1086_VENOUS,0.9673303955856166,0.9054056068174527,0.965362268552561,0.8621345323726931,0.8277734316608256,0.7697519102141341,4.404704204709932e-09,4.404704204709932e-09,4.743360478916541e-10,0.31816279713332357,4.682722157853289e-10,0.8832607613955316,5.467970813859995e-11
FELIX-CYS-1108_ARTERIAL,0.9637763855560346,0.9164412322091126,0.9570594808593403,0.7865184295372019,0.6700162864201847,0.21317936642432078,2.596053991183661e-09,2.596053991183661e-09,1.739148582117527e-10,0.34874389341036827,3.675119440031195e-10,0.9018616306898599,3.894337282948359e-11
FELIX-CYS-1113_VENOUS,0.9612198095701421,0.9251914979184243,0.9459195114467903,0.8493655552477266,0.8191534885035437,0.6776367123734796,3.9334460766493095e-09,3.9334460766493095e-09,0.17806807157923238,0.23727416492713324,5.971539638499985e-10,0.9153683296335741,6.047481193479637e-11
FELIX-CYS-1144_ARTERIAL,0.9630970609913223,0.9449966203155785,0.9356518601236381,0.8273540750068953,1.5253063575493047e-10,0.4590947411018983,3.728977873255853e-09,3.728977873255853e-09,0.021087634020930883,0.22934007522962432,2.7635607920465935e-10,0.9313432654632289,5.2089003435681855e-11
FELIX-CYS-1182_ARTERIAL,0.9612238307701618,0.90454754617479,0.9471698796714165,0.8562264168665298,2.4592562711135127e-10,0.18253099503636627,1.0448228916014745e-08,1.0448228916014745e-08,9.891783874520957e-10,0.26490641241128055,6.510204741700983e-10,0.8793006487125097,1.8680729516359515e-10
FELIX-CYS-1201_ARTERIAL,0.9544270476323683,0.6712240305220423,0.9394103691875879,0.8568561413741497,0.7042412492747812,3.06966921150338e-10,2.016698257539027e-09,2.016698257539027e-09,1.695714251512456e-10,0.3134598132430996,7.734490407116899e-10,0.8392371921256736,5.410681550798147e-11
FELIX-CYS-1205_VENOUS,0.9639254455836767,0.9269518570465924,0.9603764688387745,0.8321385937960663,0.7860295911789217,0.577498652329925,2.4120215094140683e-09,2.4120215094140683e-09,3.0184669800785805e-10,0.4176153931920693,4.886534662689092e-10,0.9102947692032494,6.435358432962204e-11
FELIX-CYS-1211_VENOUS,0.9629657402761095,0.9074255487981612,0.9547082199852186,0.815506422982285,0.7144687361777216,0.6720040353494111,7.150007098884549e-09,7.150007098884549e-09,1.5457145041414107e-09,0.30522154933203494,1.3354700836866051e-09,0.8922255324437776,1.183387137861834e-10
FELIX-CYS-1243_ARTERIAL,0.948937965083118,0.9107522317506823,0.9478573210366464,0.8263080273442411,0.5916243057391428,5.11082830933246e-10,5.81327749207489e-09,5.81327749207489e-09,3.828483918901806e-10,0.30443875249031555,4.723420131819594e-10,0.901508388604587,9.309808068130125e-11
FELIX-CYS-1313_ARTERIAL,0.944207740985514,0.9327929917791374,0.945912641392488,0.7560431694246118,2.1516389028897288e-10,3.292484573625722e-10,2.926286826072377e-09,2.926286826072377e-09,0.4083288046980002,0.28167407586980914,4.907638245760959e-10,0.9141704124472784,7.916076918309563e-11
FELIX-CYS-1341_ARTERIAL,0.96241043813779,0.9224202908778384,0.9474948654823399,0.7148193354124851,0.6178388103981735,4.0357893785950654e-10,4.030470339645841e-09,4.030470339645841e-09,8.426019541265571e-10,0.17931748659374827,2.2855575612448157e-10,0.9124414592153026,1.1414560869125833e-10
