Case_Id,liver,kidney_right,spleen,pancreas,aorta,postcava,adrenal_gland_right,adrenal_gland_left,gall_bladder,stomach,duodenum,kidney_left,colon
FELIX-CYS-1004_ARTERIAL,0.9560982268372954,0.9069176967918855,0.8926591300003781,0.8598083886238189,0.8668561998083291,0.6409617737348289,1.8930788999449514e-09,1.8930788999449514e-09,2.917237958249296e-10,0.8024876067177927,4.088591601178908e-10,0.912117818905922,5.4731691562029795e-11
FELIX-CYS-1046_ARTERIAL,0.9541059253596244,0.9293121222092398,0.9010075900563379,0.7517588218523727,0.48919793393274175,0.6784001505568755,6.433764354154511e-09,6.433764354154511e-09,0.7058448579352656,0.896391970668153,2.9951149665909557e-10,0.9201047104695304,3.716960862737482e-10
FELIX-CYS-1050_VENOUS,0.9717386454505371,0.9523526742089599,0.9541065703403265,0.870258467066395,0.8963289648440578,0.8035224497483426,3.2648796785240143e-09,3.2648796785240143e-09,0.8905961954846411,0.9321943015605942,3.3187199022574864e-10,0.9362810335611212,5.257054177872583e-11
FELIX-CYS-1086_VENOUS,0.9663523739943541,0.902636320989366,0.9660094394802856,0.8734490434197443,0.8168725718313511,0.8704136530671345,4.404704204709932e-09,4.404704204709932e-09,4.90054346786932e-10,0.8836539920509093,4.682722157853289e-10,0.8791033467540668,5.467970813859995e-11
FELIX-CYS-1108_ARTERIAL,0.9616979458502182,0.9166539579237348,0.7756556750559938,0.7124907510891301,0.8940903816937318,0.8639366547587846,2.596053991183661e-09,2.596053991183661e-09,2.426736814949976e-10,0.8773986367086422,3.675119440031195e-10,0.9056012509699914,3.894337282948359e-11
FELIX-CYS-1113_VENOUS,0.9599410912813036,0.927284299745617,0.9428308349465183,0.8169823381535216,0.8140110913338929,0.8422973311617994,3.9334460766493095e-09,3.9334460766493095e-09,0.888551029956802,0.8128218529727996,5.971539638499985e-10,0.9172491534104065,6.047481193479637e-11
FELIX-CYS-1144_ARTERIAL,0.9640992782352238,0.9469376078339165,0.9037527423104249,0.779672381217954,0.8810540096616891,0.8403499685912723,3.728977873255853e-09,3.728977873255853e-09,9.103654198510957e-10,0.8814643569905757,2.7635607920465935e-10,0.9270296122214036,5.2089003435681855e-11
FELIX-CYS-1182_ARTERIAL,0.9420226444379185,0.9095422751886315,0.6662099505051081,0.8670213712690873,0.8304243488770999,0.7027773060835067,1.0448228916014745e-08,1.0448228916014745e-08,5.61876667755653e-10,0.8368703892197612,6.510204741700983e-10,0.8853942399667505,1.8680729516359515e-10
FELIX-CYS-1201_ARTERIAL,0.9536184392603451,2.1194999505707285e-11,0.9424912366908126,0.8341674236558624,0.7785285414024461,0.7763000689713755,2.016698257539027e-09,2.016698257539027e-09,0.8689635880183616,0.9041308134872006,7.734490407116899e-10,0.5491612373194762,5.410681550798147e-11
FELIX-CYS-1205_VENOUS,0.9633597339423284,0.9294723199722523,0.961836564705806,0.8426044411318938,0.8329058841610697,0.8482402981554563,2.4120215094140683e-09,2.4120215094140683e-09,0.8847357414458071,0.9412515313208907,4.886534662689092e-10,0.9119631960833432,6.435358432962204e-11
FELIX-CYS-1211_VENOUS,0.9614067041772877,0.9094423681779549,0.9522808545949204,0.830882672907033,0.8634950639034905,0.8359195174545758,7.150007098884549e-09,7.150007098884549e-09,0.8313455047558028,0.9441037485770987,1.3354700836866051e-09,0.8947855212077873,1.183387137861834e-10
FELIX-CYS-1243_ARTERIAL,0.9354232779521789,0.9139018034498895,0.9474504535282515,0.8272998283380146,0.8675761255463714,0.5669900437545524,5.81327749207489e-09,5.81327749207489e-09,0.8058981053344558,0.9372699816834051,4.723420131819594e-10,0.9030954570945365,9.309808068130125e-11
FELIX-CYS-1313_ARTERIAL,0.9465677693572642,0.9329385647079784,0.941297319367944,0.7206345636562808,0.9128313821877687,0.6423737397812316,2.926286826072377e-09,2.926286826072377e-09,4.785444589439747e-10,0.8034008436604538,4.907638245760959e-10,0.9151295183072373,7.916076918309563e-11
FELIX-CYS-1341_ARTERIAL,0.9622698777004931,0.923873606102951,0.9442667196575542,0.7957515530433446,0.8774045055402298,0.39799652971466914,4.030470339645841e-09,4.030470339645841e-09,8.161732892467755e-10,0.5954098071032026,2.2855575612448157e-10,0.9142218097978192,1.1414560869125833e-10
FELIX-CYS-1346_VENOUS,0.9641722280761222,0.9311097469514136,0.9392575709866516,0.8249270339624897,0.8705083694026983,0.8899710774081981,3.2086247731225543e-09,3.2086247731225543e-09,0.8379396213739396,0.9380315242341065,3.295620448897905e-10,0.8966289205652558,1.1102574463734266e-10
FELIX-CYS-1384_VENOUS,0.9586606333428103,0.9062206425521061,0.9240034585067236,0.7824904839746998,0.7813844993508791,0.5115053059467277,3.91236305198606e-09,3.91236305198606e-09,7.740357443715715e-10,0.8390248950294156,3.300765776570912e-10,0.8992035465900863,4.762721228174225e-11
FELIX-CYS-1404_VENOUS,0.9630239070768657,0.922484750849702,0.4205879569508925,0.846106374817357,0.8713648549098829,0.8272777413906782,3.3875338638633677e-09,3.3875338638633677e-09,8.163331938902903e-10,0.7715667752205237,3.9468906379963647e-10,0.9012173350064226,5.95126154806886e-11
FELIX-Cys-1021_VENOUS,0.9411213850354841,0.9162154585167539,0.8236824111181915,0.633666905629378,0.6725398164663295,0.8296314908229415,3.930663087415341e-09,3.930663087415341e-09,4.97730349358062e-10,0.7317801080295175,5.645188602564503e-10,0.9063806239310656,3.924560527558085e-11
FELIX-Cys-1035_VENOUS,0.9589329526652034,3.498252621591127e-10,0.9653356795588894,0.870046079264736,0.7429962349560747,0.8429113756189955,4.645760721738626e-09,4.645760721738626e-09,0.8528821265826351,0.9582478655552698,4.0103949420857284e-10,0.9207895054175089,3.267098358195811e-10
FELIX-Cys-1229_VENOUS,1.3932550017312133e-11,1.1623190122656831e-10,8.62603630969316e-11,1.871313512030429e-10,6.490640492191343e-10,2.366096673418064e-10,1.0,1.0,1.7087882952977765e-09,4.3442996487484165e-11,1.0,1.1341070210145374e-10,1.0
FELIX-Cys-1323_VENOUS,0.9691901908985296,0.9407852175359328,0.9664241282719341,0.8772772732558879,0.7099691072001202,0.8891740857910363,3.590148619264204e-09,3.590148619264204e-09,0.9017446177600736,0.8550655377951482,2.8432030380070275e-10,0.9147326848898968,9.390262109504517e-11
FELIX-Cys-1337_VENOUS,0.9686991518363044,0.9165094786226746,0.9557954964970934,0.8866264551306889,0.8737586789305264,0.8540294708747644,5.119279179280848e-09,5.119279179280848e-09,0.9137912699629803,0.9115576580015093,6.944589118561783e-10,0.9024994723480358,1.5324496204838788e-10
FELIX-Cys-1365_ARTERIAL,0.96491016513247,0.8907856957689997,0.9325903934060166,0.8265642654314621,0.7520520010828315,0.775047617877882,2.5798462345084204e-09,2.5798462345084204e-09,1.7362919718437826e-09,0.9079095949503909,6.316401163281244e-10,0.8913773572672211,4.4625763879521786e-11
FELIX0012_ARTERIAL,0.9458709641652896,0.9478750944797165,0.9425229011110892,0.8628030081593048,0.8042330102287448,0.7670177328819913,4.494786027981005e-09,4.494786027981005e-09,0.8762423261018855,0.9312664246225986,5.051882834181098e-10,0.9396472338810881,3.58299396395999e-11
FELIX0017_VENOUS,0.9318329987496002,0.9506745867857395,0.9403895724151679,0.8030421726977182,0.8707401190112584,0.8378049360503709,2.4037883646936653e-09,2.4037883646936653e-09,0.7599749516548159,0.8768093884098943,2.7877750480785886e-10,0.9287654272889284,5.967345491642593e-11
